bank,comment,rating,source,time,target,language
BOC,"（）I would comment this is the slowest bank app among all bank apps in Hong Kong.  I need almost 1min to login to my account to view a credit net balance with using iPhone 8 Plus, using fingerprint login already.",1,AppStore,09/07/2019 15:29,HK Bank,en
Citibank HK,You force me to update to log in to my account and now when I try to update it says the item no longer exists? What is this? Is this some third tier app? This is a f banking app!,1,AppStore,30/01/2019 22:17,HK Bank,en
HSBC HK,"Worth app and bank ever. Cannot see the status of a transfer...don’t let you know when it fails. Terrible customer experience, lengthy processes.

Need to call the hotline based in India, and it is very hard to talk to someone.",1,AppStore,11/06/2019 20:32,HK Bank,en
PayMe,"When are you going to introduce 2 Factor Authentication?  

Without this, I am not going to use this App again. The Hong Kong press is reporting thefts from accounts using your App which would have been avoided by 2FA
 ----------------------------------------------------------------------------------------- 
 ",1,AppStore,10/11/2018 18:22,HK Bank,en
PayMe,"super bad experience, was not be able to use the app after recent update, it says ""You can not use this App becase your device is jailbroken/rooted"" which I had never did. Such a rublish app in the recent ver",1,GooglePlay,09-Aug-19,HK Bank,en
PayMe,I cannot register my bank account to transfer my money. The apps does not allow me to choose the bank. The page kept turning empty. What's going on? There was no solution from the CS team and their answers suck.,1,GooglePlay,04-May-18,HK Bank,en
BOC,Go to the mobile banking website instead. Runs in the background 24 hours a day. Can't kill it. The new update asks for more permission it didn't need (add events and send email to guests). That's the final straw. uninstalled.,1,GooglePlay,07-Jan-12,HK Bank,en
Citibank HK,never seen a such poor bank in HK. Mobile banking 8 times cannot function properly out of 10 times. Account settings difficult to understand. Poor customer service in bank counter. Will definitely stop using it when mortgage penalty period over.,1,GooglePlay,27-May-19,HK Bank,en
Heng Seng Bank,WARNING - UPDATE AT YOUR OWN RISK. App becomes useless after updated to version 4.3. Keeps complaining phone has been rooted when it has not. Customer Support has no clue nor can help or will do anything to fix it.,1,GooglePlay,"April 7, 2019",HK Bank,en
Heng Seng Bank,"How much did APPLE, SAMSUNG and LG pay for supporting authentic login on their phones only? Have you heard of the standard Android Fingerprint API? There are so many customers using different phone models. Respect the diversity, respect the customers.",1,GooglePlay,20-May-18,HK Bank,en
Heng Seng Bank,"The app generated the security code that even can't use in online banking. After a few trial, the system blocked me. Now I need to go to the bank to activate the online banking account. Poor app. Waste my time.",1,GooglePlay,16-May-18,HK Bank,en
HSBC HK,"Fingerprint authentication doesn't work on Samsung Galaxy S9+. Worked perfectly on the S7. As usual, customer service say it's the first time they've heard of this (there are at least 10 other reviewers with this problem), and offer no help.",1,GooglePlay,27-May-18,HK Bank,en
BEA,"Don’t know why I fail to use Face ID on my new iPhone X Max, my old iPhone X is no problem. Cause I need to type my account and password everytime, pls fix yr Apps as fast as possible !",2,AppStore,27/09/2018 22:26,HK Bank,en
HSBC HK,I can't go back to previous page once I go to check the current trading price for a stock. I have to go turn off the app and resign in every time I do so. Can't stress how annoying this is,2,GooglePlay,12-Dec-17,HK Bank,en
BOC,"Come On, such a big company and the software developers won’t even test out the new version probably before releasing it. It crashes more than 1 month now and didn’t even release any new update to fix the bug. Very irresponsible!!",1,AppStore,07/12/2017 11:09,HK Bank,en
CCB,"It is bad to keep asking update to latest app, as the app size big and difficult to update without wifi. And the app will not function until we've finished the update, and this blocked the normal use of bank services.",1,AppStore,05/12/2018 14:25,HK Bank,en
Citibank HK,"Spent lots of time to login! even the password is the unchanged, i can login 5 mins ago and shut down again! It happens all the time and I just cannot tolerate this rubbish bank. Disappointed to this bank and staff!",1,AppStore,08/10/2018 03:04,HK Bank,en
Heng Seng Bank,"Whenever I want to open the app, there is always “updated version”. Can’t you guys upgrade the necessary enhancement/ system updates in batch ? No it’s almost every day an update version ?! So disappointed in using your bank s service.",1,AppStore,31/05/2019 09:55,HK Bank,en
Heng Seng Bank,The app cannot display the estatement so I cannot use the mobile app to pay my credit card fee. It is not convenient. I still have to login the PC version ebanking for checking. It means the mobile app is useless.,1,AppStore,19/08/2018 15:57,HK Bank,en
HSBC HK,"Encountered problem when asked to select \""agree\"" after reading the terms.  The button is insensitive. Besides, the language first shown is simplified Chinese after downloading. I wondered why it was traditional Chinese.  I almost thought I have downloaded a fake app.",1,AppStore,04/06/2017 05:33,HK Bank,en
PayMe,"I tried to do the payment with this for last few days, the loading time was long and eventually the payment was rejected because the connection was busy. I will remove this App and never use it again. Rubbish !
 ----------------------------------------------------------------------------------------- 
 ",1,AppStore,16/01/2018 13:51,HK Bank,en
SC Mobile Hong Kong,"Asked to upgrade to latest version, after upgrade, FaceID login crashed, cannot register again, uninstalled it and download again, now even cannot see the login page!!
Not to say still doesn’t support iPhone X full screen layout !! Total rubbish !!",1,AppStore,07/05/2018 14:23,HK Bank,en
PayMe,"used payme with some money in it, then a week sgo an update said my phone is not compatible anymore. went to a hsbc branch and couldnt withdraw my money. said i had to buy a new phone. this is robbery",1,GooglePlay,24-Nov-18,HK Bank,en
PayMe,"No flexibilty to request multiple payment for a single bill or event No transaction history or enquiry. Many bugs, sometimes unable to topup or do payment. The apps does not allow u to contact customer service (even cannot leave a message)",1,GooglePlay,15-Jul-18,HK Bank,en
Citibank HK,The app is absolutely useless and one would waste less time going to an actual atm than navigating through this absolutely pathetic excuse for an app. Fire all your developers and hire the HSBC ones. FFS get your stuff together Citibank,1,GooglePlay,30-May-14,HK Bank,en
Heng Seng Bank,"The app takes too long to open. Everytime it requires an update prior opening, which takes at least 1min for the app to open. Poor efficiency and a waste of time. This is by far the worst banking app I've encountered.",1,GooglePlay,28-Jul-19,HK Bank,en
HSBC HK,App is very slow. User experience is poor. Crashes often. Your payees are not shared with payees on the website which is silly. I'd imagine that a bank like HSBC could invest money in building a decent mobile app. Seemingly not.,1,GooglePlay,05-May-19,HK Bank,en
HSBC HK,After update the new version I cannot get back my mobile security key and need to use double password to login and said that my security key linked to other device and need to switch even I use the same device.,1,GooglePlay,10-Jun-17,HK Bank,en
Citibank HK,"Massively improved with the last couple of updates with the new user interface. It's very usable now, and I was very skeptical Citibank would ever get this app to this level of utility. I stand corrected and look forward to future improvements.",3,GooglePlay,08-Aug-19,HK Bank,en
PayMe,"Quite annoyed to see payment transactions of my connections.   Friends of friends are not necessarily friends, are they?  What’s the point to show such info, from a user’s perspective?!  Better off for both parties to show HSBC product promotions instead, isn’t it?",2,AppStore,20/06/2019 22:08,HK Bank,en
AlipayHK,"Outdated interface design language coupled with sluggish transitions make the overall experience underwhelming than what other competitors offer say Apple Pay or Google Pay. It also inherited some malware like behaviors from its China Mainland's version, waking up related apps without notice.",2,GooglePlay,06-Mar-19,HK Bank,en
PayMe,"The latest change is awful. It was supposed to be a clean and easy app and now we need to press much more buttons to effect payment. By the way, I guess we do not use QR code for payment often here.",2,GooglePlay,20-Aug-19,HK Bank,en
PayMe,"This is nonsense. First, why do i need to add credit card when i have hundreds and i cant send the amount i have with payme? Second, what happen when someone who uses this app without credit card? Not really user friendly.",2,GooglePlay,30-Jun-17,HK Bank,en
AlipayHK,"I have been waiting for your stupid verification code over 30 min and then your apps told me that you can't send me any code anymore, what's wrong with you? Does your freaking apps are not going to service any HK people?",1,AppStore,02/08/2019 22:47,HK Bank,en
BEA,"I’ve honestly never used a banking app as stupid as BEA’s. Confusing instructions suck. You can never log in smoothly in one go, and don’t ever dream about activating biometrics as the app will try its very best to not let you.",1,AppStore,11/05/2019 14:07,HK Bank,en
HSBC HK,"My phone is jailbroken.  

I am willing to take the risk of using this app on my jailbroken phone. 

I used the now defunct HSBC app on my jailbroken phone for years with no problem whatsoever.

Why forcefully take away my choice?",1,AppStore,29/05/2017 01:33,HK Bank,en
PayMe,I used payme to pay $ to my friend. I just click pay button and face id active immediately. Do you think user are 100% click the right button and want to pay? May be it is not mine take the action?,1,AppStore,24/02/2018 15:09,HK Bank,en
SC Mobile Hong Kong,"Ive been using this app since 2015.
The valuatuon function is trash. Those developers took more than a year to fix the error message problem, and now it doesnt connect to server.

Good job developers, u guys are stars of the industry.",1,AppStore,07/04/2017 09:00,HK Bank,en
PayMe,"Server side error turns out need user's update, this is not a good practice of developing an app. After seeing the ""Uh oh!..."" message, first thing popped on my brain was I shall take all money out asap, never trust it anymore",1,GooglePlay,"April 18, 2018",HK Bank,en
PayMe,uh-oh! Something went wrong 'uh-oh! Something went wrong.' That is their exact real-world error message. Looks truly funny that a payment app has this childish message. It happens time and time again when u need to urgently pay someone. Truly helpful app.,1,GooglePlay,"April 3, 2018",HK Bank,en
Citibank HK,"laggy, with stupid safety features, like everything else in hk. keep getting msg that something is reading my screen, which freezes my phone, no its not old. sometimes it just never loads and needs a restart. sometimes it disables fingerprint scan randomly.",1,GooglePlay,09-Feb-19,HK Bank,en
Citibank HK,"The app says that my phone is rooted and then closes the app, so I'm absolutely not able to use it. My phone is NOT rooted. I have a Google Pixel 2 XL, which is probably not recognized by the app. Help!",1,GooglePlay,13-Feb-18,HK Bank,en
Citibank HK,"Can't download Can't install the update on my phone running Marshmallow. Tried all the suggested tips from Play Store support, no dice. Seems like it does not support the latest Android OS. Was able to download and install on an older phone.",1,GooglePlay,26-Mar-16,HK Bank,en
Heng Seng Bank,Not working since Aug 2018. Always said my phone is rooted even it is NOT!!! CS told me everything looks normal Wasted my time to call them and wait for their useless reply. I leave a long message to alert more folks.,1,GooglePlay,06-Sep-18,HK Bank,en
HSBC HK,"I used to be able to transfer payment once logged in to the app, why does it need to enter code from security device for transfer/FPS now?! What's the point of logging in with 2-step when every action needs a security device?",1,GooglePlay,26-Aug-19,HK Bank,en
HSBC HK,"Upgraded to Android 8.1 on non-rooted device. It now complains that my device is rooted. As the app can't open, can't check account on mobile and cannot do transactions on desktop as the token on the app does not load as well.",1,GooglePlay,27-Oct-17,HK Bank,en
HSBC HK,It seems I cannot return to the main page once I am in stock quote page. The back button will just fresh the screen and return me to the same stock quote page that I am trying to get out of. Pls check.,4,GooglePlay,29-Jan-18,HK Bank,en
HSBC HK,"While most parts of the app look more like mobile web than an actual app, the stuff inside does work. Except on my iPhone XS running iOS 12, where it just crashes when I try to open it. Deleting and reinstalling doesn’t work.",3,AppStore,22/09/2018 08:19,HK Bank,en
PayMe,"I didn’t realize the problem until I need to transfer money. For certain reason, it takes extremely long for me to register my account with HKID. It has kept me waiting for more than half an hour and I am still waiting.
 ----------------------------------------------------------------------------------------- 
 ",3,AppStore,30/05/2018 15:33,HK Bank,en
HSBC HK,HSBC forced me update the app and now when I try to switch between the HSBC app and my accounting app it automatically ends my HSBC session. This is not even within 2 minutes of opening the session. Previous version was much better.,2,GooglePlay,31-Jul-18,HK Bank,en
Heng Seng Bank,"Don’t know update what
And now I even can’t open the app.
Can’t use it for nearly a month already, I’ve removed the app then download again. Still cannot open it, once I kick it after 1 second go back to home page.",1,AppStore,10/03/2019 09:03,HK Bank,en
HSBC HK,"When I transfer with amount with decimal, the app said that my input is incorrect and display the amount '1. of'

It can't show today's transaction in transaction history.

It looks like the app was launched without testing.

Looks like a fault app",1,AppStore,30/10/2016 21:08,HK Bank,en
PayMe,The payee is forced to install the app for collecting my payment.  It is not what their promotion has said.  When the payee went to HSBC branch for help.  He was treated like a beggar.  He was humiliated and I am still embarrassed.,1,AppStore,08/01/2018 11:22,HK Bank,en
SC Mobile Hong Kong,"This has got to be a joke, the APP doesn’t work with iPhone X. It’s frustrating because logging in online makes you pair back up to your APP. SC has a lot to learn from the Chase bank or any US bank APPs.",1,AppStore,24/09/2018 11:06,HK Bank,en
SC Mobile Hong Kong,"Standard Charter Bank app is the worst bank app in HK.

Used many bank app in HK. This is the worst. Always show call support. I need to remove app and resinstall and setup again. So poor! SC bank IT need big improvement.",1,AppStore,11/05/2018 19:28,HK Bank,en
PayMe,"No response, keep loading and made duplicate paymnts to my friends. Force to logout, reinstall and still not work ! I stll have balance in the payme account and I will definitely cancel it and will not use. It's wasting my tme !",1,GooglePlay,03-Sep-19,HK Bank,en
HSBC HK,"HSBC is a terrible bank with terrible customer service. So is anyone surprised that they make a terrible app that doesn't work? I'm not. I'm just frustrated and angry, as usual whenever I have to deal with the s**t HSBC throws at me.",1,GooglePlay,"April 15, 2018",HK Bank,en
SC,tried to open a new account and needed to take ID photos. Photos are all rejected even when meeting the requirements or the app just never finishes loading. tried 2 different phones. Not friendly to use. Is there any QC testing even done?,1,GooglePlay,24-Jul-19,HK Bank,en
AlipayHK,i used this app few days ago and thanks to alipayHK they received my money without any trouble � keep it up alipayHK it was a big help for me and no charge also�� hopefully i didn't get problem someday on your service.thank you....�✌️,4,GooglePlay,29-Jul-19,HK Bank,en
PayMe,"I don’t know why the transactions from 1pm - 4pm everyday can’t process. I don’t think the usage is that high compare with client base of HSBC. Can the technical team check and fix this issue soon? It’s so inconvenient for the users!!!!!
 ----------------------------------------------------------------------------------------- 
 ",2,AppStore,17/01/2018 14:18,HK Bank,en
PayMe,"super slow perfermance, wait over a minutes everytime. confusing contact list, might be payme reading whole contact list with non-sense or non filtering, it show everything. now i am confusing when send money to friends! old version can be much better and clear mind",2,GooglePlay,08-Jan-18,HK Bank,en
HSBC HK,"May be the worst bank mobile app in HK? Waiting for long time still does not have finger print login, seems all other Banks already included that function. App is super slow and laggy, animation transition always lag. When can you do it better?",2,GooglePlay,15-Nov-18,HK Bank,en
Citibank HK,"1. Can’t locate bank statement anymore
2. When search “statement” in “Help” tab and click on the result “Can I review or download my credit card/banking statement /Advice”, the page that appears is “Why is it no longer necessary to input a user ID”.",1,AppStore,19/07/2019 00:31,HK Bank,en
Citibank HK,"Can't use after it forced me to update the latest version! Can't lock in anymore, no paper bill, I dun know how to know my bill after that! Angry about that, start to decide to quit from this credit card coz its unconvenice service",1,AppStore,19/11/2017 02:21,HK Bank,en
Citibank HK,"It will pop you out immediately after you have key-in your password to log-in.
Then the system will said you have not correctly log-out last time, and you need to wait for 15mins to let the system release the lock. OMG, totally wasting time.",1,AppStore,20/09/2015 23:18,HK Bank,en
PayMe,"There are unanswered complaints about money bring trapped as far back as April??? Including my money being trapped??? And you’re not doing anything??? I want to transfer my money back to my account so I can get rid of this crappy PayMe app!!!
 ----------------------------------------------------------------------------------------- 
 ",1,AppStore,27/05/2019 13:23,HK Bank,en
PayMe,"Always request to update, and I cannot found any update version in App Store this time. I have pulled down from the top of the update page as payme suggest. You could not use your own money in the app until you update it!!",1,AppStore,11/02/2019 09:45,HK Bank,en
PayMe,Rubbish hsbc customer service. After forced update the app just says my phone is incompatible. How could an app hold my balance and wouldn't let me transfer the money back to my account. And now the app cannot be removed and cannot be used.,1,GooglePlay,20-Nov-18,HK Bank,en
PayMe,"After entered the verification code, then going to blank page and stuck there. May be my Android version is 6.0.1, too latest and not supported. It make me very disappointed as well. My friend transferred the money back to me with ATM finally. :(",1,GooglePlay,30-Jan-18,HK Bank,en
PayMe,"It takes forever to load (more than 30min) for making payments and I would rather do online bank transfer than to use payme, it's just really bad user experience and until they can resolve the lengthy loading time I won't ever use it again",1,GooglePlay,31-Dec-17,HK Bank,en
ICBC,"I doesn't let me log-in even with the right user info. I tired the Chinese version of this app and I can log-in just fine. Also, the locations are limited to very few places, how come there is no option for mainland China users!",1,GooglePlay,08-May-18,HK Bank,en
Heng Seng Bank,"No Thanks Functionality issues aside, why do they want access to our media files, camera and now our contacts. You don't have to be a conspiracy theorist to worry when your bank forces you to update and asks for such. I'm uninstalling this BS",1,GooglePlay,14-Sep-16,HK Bank,en
HSBC HK,Using a new lg g7 + and the blue light filter message pops up every time i tried to do something super annoying and now i cannot use fingerprint to login anymore when i use to be able to with my ild sansung S7,1,GooglePlay,11-Jun-18,HK Bank,en
SC,latest update crashes the app on startup. has prevented me from accessing my account abroad as even the web portal has a dependency on the app token generator . can now not use my cards as o need to change the international access changes,1,GooglePlay,04-Feb-19,HK Bank,en
SC,"The SC smart key design is stupid and totally user unfriendly. I have to call CS to cancel the smart key. And the app now once you login- it requests you to setup smart key, cannot skip the page. So can just uninstall it.",1,GooglePlay,13-Sep-18,HK Bank,en
PayMe,"This is a great app for transfering money to friends after splitting lunch or dinner in Hong Kong. I was able to connect my non HSBC card to it and send money to my friend through WhatsApp who didn't yet have the App installed.
 ----------------------------------------------------------------------------------------- 
 ",5,AppStore,20/03/2017 20:22,HK Bank,en
Citibank HK,"Overall the user experience is smooth enough. Yet the UI does not fully integrated, especially the section of credit card seems odd. The quote of securities is clumsy. Users have to enter password every time. There are a lot of improvement can be made.
 ----------------------------------------------------------------------------------------- 
 ",2,AppStore,19/05/2019 15:43,HK Bank,en
Heng Seng Bank,The app is still not supporting Face ID. There are  so many functions are not able to execute in the app such as checking formal e-statements. The security passcode is so not convenient while it is not so helpful securing our account in my opinion.,2,AppStore,28/10/2018 03:17,HK Bank,en
PayMe,It is shocking that a major bank allows such a poorly executed app to bear it's name. The app is painfully slow and payments or requests for payment frequently don't show up in the counterparty app. Thankfully the sums of money involved are generally paltry.,2,GooglePlay,29-Dec-17,HK Bank,en
PayMe,I reported failure of changing profile photo. Everything else was fine. And the CS team told me NOT to use the app on my device becoz my device is not compatible... And I don't find the reason the app needs to get all my contacts.,2,GooglePlay,07-Dec-17,HK Bank,en
Heng Seng Bank,"The navigation doesn't help you get what you need. While another version of mobile app of this bank is also present and offers more direct access to info like Foreign Exchange rates, this new app doesn't help at all.

A waste of resources for everyone.",1,AppStore,29/11/2015 15:51,HK Bank,en
PayMe,"My account get block more than three years .. no department can help me to fix it . I hv send a email . It just say need time need time .. three years !! Is it not enough time to fix it !!
 ----------------------------------------------------------------------------------------- 
 ",1,AppStore,27/06/2019 11:14,HK Bank,en
PayMe,"App is inconsistent, barely works and when I managed to get it working I sent HKD10 to a friend and then someone called Noira Little got the money. Who is Noira Little? I cancelled my credit card immediately and deleted the app. Terrible experience! Avoid!",1,AppStore,09/02/2017 00:05,HK Bank,en
SC Mobile Hong Kong,"All my apple devices with ios11.4.1 cannot use this app! Force close everytime! Did you really really test on a real device before releasing? Don’t tell me to use website, it forced me to use this rubbish app to authenticate. Can’t use sc service anymore!!",1,AppStore,02/09/2018 14:45,HK Bank,en
PayMe,Can't add bank account for top up. Mobile cerfication keep error and said it's your problem. I tried most up-to-date version still got this problem. I can't top up with bank account and the top up limit of credit card already be used. It's disapointed.,1,GooglePlay,17-Sep-19,HK Bank,en
PayMe,Cannot launch the app successfully anymore and i have money in the account and now i cant use nor withdraw. Went online to try to contact service rep and the contact us service doesnt work either. What a scam! DO NOT USE THIS APP. Scumbag!,1,GooglePlay,28-Feb-17,HK Bank,en
Citibank HK,"Quite rubbish app Just wrap the web page I think, not really a mobile native app. Compare to cmb of China, citibank app is quite rubbish, like hello world with quite a lot of bugs, and out of hongkong user cannot install it from playstore.",1,GooglePlay,15-Jan-15,HK Bank,en
Dah Sing Bank,"When are you going to extend security authentication support to other brands running on Android? Even large brands like Sony, ZTE, Nokia, Oppo, Xiaomi etc are not supported! It is not funny at all queuing at branches just to make a 3rd party account transfer...",1,GooglePlay,09-Mar-19,HK Bank,en
DBS Omni,"Long waiting for activation Still no activation email over 3 hours after registration, crap. And gonna nowhere to ask and check. After second attempt the registration, it keeps thriwibg record not match and no clues why. My card is principal card and not expired yet.",1,GooglePlay,11-Jan-16,HK Bank,en
AlipayHK,"This apps is so useful and very convenient to use. Excellent remittance. I have benefited too from the coupons merchants are offering like park n shop, mcdonalds, 711, etc. Thanks for creating this for us. OFWs are vlessed for this. thank you so much ALIPAY HK.",5,GooglePlay,"April 21, 2019",HK Bank,en
Citibank HK,UAT needs to be more rigorous - getting around the app in iOS is a lot slower because it’s less user friendly - color scheme is also a bit heavy - has no lightness in it- which has an emotional effect of making it seem cumbersome.,2,AppStore,25/07/2019 09:20,HK Bank,en
HSBC HK,（）Once launched the app it asks for TouchID and then go directly to account summary. Need to cancel the Touch ID message box first before able to choose generate security code or need to use the hard to know 3D Touch to access security code generator,2,AppStore,17/07/2017 19:51,HK Bank,en
Citibank HK,"Shame City Bank service in Hong Kong is absolutely awesome, its a shame the app is more like HSBC, it's just a step above basic. It still could be improved quite a bit; why can't it be like the website, or close to the same functionality?",2,GooglePlay,20-Mar-16,HK Bank,en
BOC,"The new app performance is very bad, it responds so slow, especially the stock quote! The buy and sell button doesn't work in the details quote page in peak hours!!! Needs to go out and come back again, the price already moved a few points !",1,AppStore,28/03/2018 11:09,HK Bank,en
Heng Seng Bank,I don't know why a banking app would require iOS 10.3 above. Will my information be stolen because I am using 10.2? Then why wouldn't you urge me to update my laptop OS and browser before using your ebanking? Mobile app update is a well-known conspiracy!,1,AppStore,30/06/2019 13:30,HK Bank,en
Heng Seng Bank,"Interface is not user friendly, and to make things worse, all I’ve been getting are crashes, crashes and more crashes after the latest app update. Is this what u call world class banking in Hong Kong? 

SERIOUSLY, the Barclays UK app is making this so primitive.",1,AppStore,08/03/2019 10:19,HK Bank,en
Heng Seng Bank,I do not understand why after the update I cannot use fingerprint to log in anymore! Why am I forced to use the mobile security key! When I’m trying to do the stock trading which time is essential then this stupid security code bothers me forever!,1,AppStore,26/09/2018 22:44,HK Bank,en
PayMe,"I was expecting that the money being spent on this app would mean convenience for me. It turns out it was a rushed job because nothing, not even registration by e-mail, worked. I guess being first on the block is more important than making it work.",1,AppStore,09/02/2017 13:37,HK Bank,en
PayMe,"This used to be a great app, was shocked that HSBC came up with something that actually works. Now it's basically useless - $2000 monthly limit on credit card top up, doesn't support HSBC joint accounts, doesn't support Standard Chartered bank accounts. Back to normal transfers.",1,GooglePlay,29-Oct-19,HK Bank,en
inMotion,"After downloading the update, am having an error, sys100. It says system is busy and try it later. I tried morning, noon time, evening, even deleted the app and reinstalled, clear cache/data. All failed and still having the same error. Can't use the app at all.",1,GooglePlay,"April 24, 2019",HK Bank,en
Boc Pay,Not support new HKID card. Wasted my time to do scan ID card again and again. Then I suddenly found a message that new smart ID card not supported. Really not acceptable that the new HK ID card had been released for a long time �,1,GooglePlay,07-Oct-19,HK Bank,en
Citibank HK,"Cannot manage reward points. Cannot submit feedback from within the app (fails with cryptic reason). Once you enable fingerprint login, it's not very user friendly to find out how to generate a citi token (basically past the login screen you can't, you have to log out).",1,GooglePlay,22-May-18,HK Bank,en
HSBC HK,"Very disappointed that Fingerprint ID is not supported on Samsung S10. Typing password is annoying. I can use fingerprint to login other bank. Also, the compatibility with 3rd party expense tracker is terribly poor. I have to get a security code everytime I sync my profile.",1,GooglePlay,17-Nov-19,HK Bank,en
SC,"The inability to take screenshots is very frustrating (all other major Hong Kong banks apps appear to allow this), so one can not take a record of important transactions, need to use laptop to do this, which defeats the purpose of having this almost useless app.",1,GooglePlay,27-Feb-17,HK Bank,en
BoC Pay,Spent so much time to capture image of my ID and fill out the information and at the end it said the registration failed and asked me to register at a branch!!! Stupid!!!!!!!!!  It just stole my information without helping!  It doesn’t even worth one star!  �,1,AppStore,01/06/2019 11:41,HK Bank,en
PayMe,"I made a spelling error in my email address during the registration process, and i can't revert to a correct email address, while I can't neither use my own mobile number to proceed the registration process, which means i can't use the app anymore. 
A shame!!!
 ----------------------------------------------------------------------------------------- 
 ",1,AppStore,17/09/2017 21:29,HK Bank,en
SC Mobile Hong Kong,"I m always freezes on the page of SC with a building at back and then it never takes me to the login page and after 4 seconds it will bounce me out of the app and back to the home page of my mobile .....
 ----------------------------------------------------------------------------------------- 
 ",1,AppStore,26/10/2019 15:57,HK Bank,en
SC Mobile Hong Kong,"Using iphone 6s with os 12
App is latest version,however, fingerprint is still not enabled 
And in app home page it is still displaying red wording ask me to update the app for fingerprint
Very not user friendly that i need to type id and pw everytime",1,AppStore,09/12/2018 09:37,HK Bank,en
PayMe,Absolutely horrible. Account suspended even before I could use the app. Contacted customer service who just happened to copy and paste the error message to you. A bunch of bots. Just takes your hkid details and that's it. Google needs to take this app off the playstore.,1,GooglePlay,15-Dec-17,HK Bank,en
PayMe,"I have closed my account. Yet when my friend sends me money, I cannot receive money without reopening one. The option of depositing into my account didn't tell you that they will actually open a payme account for you. Without my consent! The HKID scanning never worked.",1,GooglePlay,29-Jan-18,HK Bank,en
Citibank HK,Why i cannot quit the app? i have to kill it. Kill Citi Update: Obviously I know how to logout. You users are not as dumb as your product owners. The app won't quit. QUIT. Update: Very well. What do users benefit from disabling the "Back" button?,1,GooglePlay,22-May-19,HK Bank,en
Citibank HK,Whats the difference I dont understand what the difference between the app and just using a normal web browser they are the same. Check out HSBC App it is AWESOME!!!! and can change between contries inside the one app. Come on guys it is 2014 not 1980,1,GooglePlay,06-Jun-14,HK Bank,en
ICBC,"extremely difficult to use, with very limited functionality yet unbelievable slow to navigate around. Unable to change my card pin via this app is the last straw on camel's back. This app is simply not ready, and definitely not made by someone who use it often enough.",1,GooglePlay,25-Feb-19,HK Bank,en
Heng Seng Bank,"Rediculous I have reported to the android service complaining at the hang seng mobile app service. It is totally rediculous, whenever opening the mobile app of hangseng, it will force me to download this personal banking app before i can actually open the original app. It sucks",1,GooglePlay,23-Mar-16,HK Bank,en
HSBC HK,Can't tell anything. It just didn't work. It hangs everytime after log on. Now I don't hv hsbc mobile app to use since the previous app didn't support hk account anymore. HSBC has a good way to force its customers to go to other banks. It sucks!,1,GooglePlay,10-Jun-17,HK Bank,en
SC,It's strange that online banking on web access need to be authorized and apprved through mobile app. It's a complicated experience. I have asked customer service to disable my mobile banking. Am uninstalling the app now. SCB need to find better and streamlined ways for enhanced experience.,1,GooglePlay,07-Oct-18,HK Bank,en
SC,"Lousy! After installing new version, the app just won't open and the mobile key required for using internet banking doesn't work. It doesn't allow the use of back key and yet the app inside doesn't have a back icon. Don't install latest version 5.7.1 Lousy lousy lousy",1,GooglePlay,30-Jan-19,HK Bank,en
BOC,"New version is very slow.
Not as straightforward and clear as old version.
It was easy for me to check HSI index performance on home page and with a click on the graphic to see detailed information eg. Sub-index, day performance. How many steps do I need now?",1,AppStore,23/04/2018 18:26,HK Bank,en
HSBC HK,What kind of genius got the idea to make this app. It is freaking not user friendly and what the hell with extra passwords or so. It's already very tedious to login now with this. Is it really making the account safe or it's actually making it worst?,1,AppStore,17/08/2017 07:23,HK Bank,en
inMotion,Literally as what I said in the title. God knows why they never have enough updating: both update from apple store and its own updating within the apps. The time it took to load before I can sign in is multiples of the time to complete my transaction.,1,AppStore,09/04/2019 18:56,HK Bank,en
PayMe,"I was trying to activate my account to make payments. Upon submission of HKID,  my account is locked for verification (can't even receive money) and it has been 10 days. No one is able to help, and there's no hotline to reach out as well. Poor support .",1,AppStore,12/02/2018 13:12,HK Bank,en
PayMe,Been trying whole day long and finally able to get through login page then keep fail on PIN setup screen.... What an app! Didn't the big technical team of the bank ever predict how many people will download the app! Or they don't believe their brand is famous!,1,GooglePlay,08-Feb-17,HK Bank,en
Heng Seng Bank,"You must stop forcing users to AUTO UPDATE while opening the app. I was using mobile data and your app almost kill my monthly quota! It isn't difficult to learn from your mother HSBC, who at least has a option for update or exit. You STUPID HANG SENG",1,GooglePlay,24-Jan-17,HK Bank,en
HSBC HK,"DO NOT DOWNLOAD. It didn't recognise my pin and I had to uninstall and install again, 3 times in 1 week. Every time I tried to put in the pin it said it was wrong. Wish I hadn't downloaded the app and chosen this alternative to the device.",1,GooglePlay,02-Jul-17,HK Bank,en
SC,"app keep crashing since last update, and that means you cannot use the mobile key to log-in your internet banking in the pc version. tried reinstall app and still not working. There is no way I can check my transactions now. DO SOMETHING AND FIX YOUR BUGS SC!",1,GooglePlay,12-May-19,HK Bank,en
Heng Seng Bank,"When checking transactions beyond 5 days (eg. selecting 30 days) and pressing the ""more"" button to scroll to see more entries, there is often an app system error message of ""duplicate instructions"" for security protection. The ""more"" button is just too sensitive wrongly deciding there are double clicks etc.",4,GooglePlay,16-Nov-19,HK Bank,en
BEA,"It’s my first time login to the app, the registration pages are very unstable, sometimes with instructions, sometimes just icons/symbols and leave you with blank rows to fill. What am I suppose to fill in?
I expect more in a banking app where personal security is highly at stake.",1,AppStore,07/03/2018 09:53,HK Bank,en
